<<<<<<< HEAD
BlackBox ; 
rosetta ; 0.061004638671875000, 0.021240234375000000, 0.004653930664062500,  ,  1.559 
rosetta ; 0.032043457031250000, 0.021820068359375000, 0.005340576171875000,  ,  1.468 
rosetta ; 0.063308715820312500, 0.022811889648437500, 0.003997802734375000,  ,  1.2 
rosetta ; 0.027069091796875000, 0.022201538085937500, 0.001037597656250000,  ,  0.87 
rosetta ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.914 
rosetta ; 0.053543090820312500, 0.044342041015625000, 0.000656127929687500,  ,  1.261 
rosetta ; 0.027786254882812500, 0.022918701171875000, 0.000640869140625000,  ,  1.374 
rosetta ; 0.059127807617187500, 0.042785644531250000, 0.006164550781250000,  ,  1.791 
rosetta ; 0.029266357421875000, 0.021682739257812500, 0.002868652343750000,  ,  1.353 
rosetta ; 0.026367187500000000, 0.045364379882812500, 0.001281738281250000,  ,  1.302 
rosetta ; 0.026809692382812500, 0.022201538085937500, 0.000671386718750000,  ,  1.242 
rosetta ; 0.027313232421875000, 0.021972656250000000, 0.001388549804687500,  ,  1.562 
rosetta ; 0.060806274414062500, 0.044448852539062500, 0.006805419921875000,  ,  1.434 
rosetta ; 0.027145385742187500, 0.022491455078125000, 0.000640869140625000,  ,  1.3 
rosetta ; 0.027816772460937500, 0.023101806640625000, 0.000640869140625000,  ,  1.389 
rosetta ; 0.064697265625000000, 0.046951293945312500, 0.007766723632812500,  ,  1.437 
rosetta ; 0.031890869140625000, 0.022491455078125000, 0.004135131835937500,  ,  1.123 
rosetta ; 0.031005859375000000, 0.022048950195312500, 0.004013061523437500,  ,  1.43 
rosetta ; 0.061508178710937500, 0.042190551757812500, 0.009704589843750000,  ,  1.474 
rosetta ; 0.031860351562500000, 0.021759033203125000, 0.005004882812500000,  ,  1.502 
rosetta ; 0.059249877929687500, 0.042495727539062500, 0.007156372070312500,  ,  1.746 
rosetta ; 0.061706542968750000, 0.043746948242187500, 0.007431030273437500,  ,  1.481 
rosetta ; 0.028671264648437500, 0.020721435546875000, 0.003463745117187500,  ,  1.755 
rosetta ; 0.062973022460937500, 0.042526245117187500, 0.009445190429687500,  ,  1.648 
rosetta ; 0.031906127929687500, 0.021774291992187500, 0.004684448242187500,  ,  1.133 
rosetta ; 0.030502319335937500, 0.021392822265625000, 0.004180908203125000,  ,  1.24 
rosetta ; 0.030960083007812500, 0.021713256835937500, 0.004348754882812500,  ,  0.983 
rosetta ; 0.033157348632812500, 0.022827148437500000, 0.005798339843750000,  ,  1.053 
rosetta ; 0.063858032226562500, 0.044219970703125000, 0.012069702148437500,  ,  2.787 
rosetta ; 0.054931640625000000, 0.043685913085937500, 0.002639770507812500,  ,  1.369 
rosetta ; 0.029754638671875000, 0.019989013671875000, 0.004486083984375000,  ,  1.371 
rosetta ; 0.029373168945312500, 0.020843505859375000, 0.003555297851562500,  ,  1.359 
rosetta ; 0.061645507812500000, 0.043579101562500000, 0.008224487304687500,  ,  1.486 
rosetta ; 0.031143188476562500, 0.021240234375000000, 0.004486083984375000,  ,  1.445 
rosetta ; 0.062332153320312500, 0.042785644531250000, 0.008850097656250000,  ,  1.462 
rosetta ; 0.032196044921875000, 0.022537231445312500, 0.004455566406250000,  ,  1.356 
rosetta ; 0.032562255859375000, 0.021881103515625000, 0.005813598632812500,  ,  1.285 
rosetta ; 0.063369750976562500, 0.043746948242187500, 0.009948730468750000,  ,  1.401 
rosetta ; 0.028411865234375000, 0.021972656250000000, 0.002273559570312500,  ,  1.059 
rosetta ; 0.022918701171875000, 0.018524169921875000, 0.000671386718750000,  ,  0.905 
rosetta ; 0.024002075195312500, 0.019348144531250000, 0.000625610351562500,  ,  1.239 
rosetta ; 0.026473999023437500, 0.020858764648437500, 0.001266479492187500,  ,  1.197 
rosetta ; 0.024215698242187500, 0.019577026367187500, 0.000656127929687500,  ,  1.22 
rosetta ; 0.052963256835937500, 0.036682128906250000, 0.006500244140625000,  ,  1.211 
rosetta ; 0.028472900390625000, 0.021041870117187500, 0.002670288085937500,  ,  1.881 
rosetta ; 0.031021118164062500, 0.021102905273437500, 0.004425048828125000,  ,  1.666 
rosetta ; 0.060409545898437500, 0.041717529296875000, 0.008056640625000000,  ,  1.526 
rosetta ; 0.030456542968750000, 0.021484375000000000, 0.004318237304687500,  ,  1.23 
rosetta ; 0.030105590820312500, 0.020065307617187500, 0.005447387695312500,  ,  1.087 
rosetta ; 0.030273437500000000, 0.020996093750000000, 0.004898071289062500,  ,  1.05 
rosetta ; 0.030090332031250000, 0.021240234375000000, 0.004150390625000000,  ,  1.079 
rosetta ; 0.053573608398437500, 0.040771484375000000, 0.004028320312500000,  ,  1.415 
rosetta ; 0.025894165039062500, 0.017303466796875000, 0.003921508789062500,  ,  1.118 
rosetta ; 0.021835327148437500, 0.017379760742187500, 0.000656127929687500,  ,  0.965 
rosetta ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.825 
rosetta ; 0.020629882812500000, 0.016525268554687500, 0.000656127929687500,  ,  0.75 
rosetta ; 0.021438598632812500, 0.017257690429687500, 0.000625610351562500,  ,  1.311 
rosetta ; 0.030639648437500000, 0.020980834960937500, 0.004180908203125000,  ,  1.459 
rosetta ; 0.061294555664062500, 0.042098999023437500, 0.008468627929687500,  ,  1.627 
rosetta ; 0.030578613281250000, 0.020706176757812500, 0.004394531250000000,  ,  1.696 
rosetta ; 0.059219360351562500, 0.040924072265625000, 0.007995605468750000,  ,  1.339 
rosetta ; 0.029479980468750000, 0.020080566406250000, 0.004745483398437500,  ,  1.128 
rosetta ; 0.031967163085937500, 0.022262573242187500, 0.005310058593750000,  ,  1.133 
rosetta ; 0.029022216796875000, 0.019851684570312500, 0.004608154296875000,  ,  1.215 
rosetta ; 0.058746337890625000, 0.041198730468750000, 0.007934570312500000,  ,  1.641 
rosetta ; 0.030303955078125000, 0.022048950195312500, 0.003280639648437500,  ,  1.369 
rosetta ; 0.028045654296875000, 0.023361206054687500, 0.000640869140625000,  ,  1.269 
rosetta ; 0.053680419921875000, 0.044448852539062500, 0.001296997070312500,  ,  1.646 
rosetta ; 0.026550292968750000, 0.043823242187500000, 0.001312255859375000,  ,  1.971 
rosetta ; 0.028015136718750000, 0.043090820312500000, 0.006835937500000000,  ,  1.643 
rosetta ; 0.027496337890625000, 0.021392822265625000, 0.001617431640625000,  ,  1.77 
rosetta ; 0.055160522460937500, 0.045516967773437500, 0.001281738281250000,  ,  1.506 
rosetta ; 0.027191162109375000, 0.044738769531250000, 0.001327514648437500,  ,  1.797 
rosetta ; 0.028869628906250000, 0.021148681640625000, 0.011520385742187500,  ,  3.303 
rosetta ; 0.062866210937500000, 0.045272827148437500, 0.008087158203125000,  ,  1.577 
rosetta ; 0.033126831054687500, 0.022903442382812500, 0.005477905273437500,  ,  1.479 
rosetta ; 0.062622070312500000, 0.043762207031250000, 0.009140014648437500,  ,  1.574 
rosetta ; 0.029418945312500000, 0.021148681640625000, 0.003860473632812500,  ,  1.482 
rosetta ; 0.063308715820312500, 0.044006347656250000, 0.009277343750000000,  ,  1.567 
rosetta ; 0.031402587890625000, 0.021224975585937500, 0.004577636718750000,  ,  1.534 
rosetta ; 0.056350708007812500, 0.044891357421875000, 0.003097534179687500,  ,  1.402 
rosetta ; 0.031539916992187500, 0.021514892578125000, 0.004608154296875000,  ,  1.656 
rosetta ; 0.062881469726562500, 0.043411254882812500, 0.008865356445312500,  ,  1.628 
rosetta ; 0.030807495117187500, 0.021347045898437500, 0.004394531250000000,  ,  1.514 
rosetta ; 0.060913085937500000, 0.040588378906250000, 0.010650634765625000,  ,  1.308 
rosetta ; 0.032608032226562500, 0.023086547851562500, 0.004608154296875000,  ,  1.557 
rosetta ; 0.056686401367187500, 0.044128417968750000, 0.003845214843750000,  ,  1.559 
rosetta ; 0.027252197265625000, 0.022399902343750000, 0.000656127929687500,  ,  1.277 
rosetta ; 0.026336669921875000, 0.021881103515625000, 0.000640869140625000,  ,  1.269 
rosetta ; 0.061279296875000000, 0.044387817382812500, 0.006607055664062500,  ,  1.431 
rosetta ; 0.027404785156250000, 0.021240234375000000, 0.001785278320312500,  ,  1.214 
rosetta ; 0.027435302734375000, 0.022598266601562500, 0.000640869140625000,  ,  1.284 
rosetta ; 0.053558349609375000, 0.044097900390625000, 0.001251220703125000,  ,  1.281 
rosetta ; 0.124511718750000000, 0.089324951171875000, 0.015350341796875000,  ,  4.77 
rosetta ; 0.062667846679687500, 0.044403076171875000, 0.008132934570312500,  ,  1.557 
rosetta ; 0.033050537109375000, 0.023574829101562500, 0.004837036132812500,  ,  1.342 
rosetta ; 0.063964843750000000, 0.044570922851562500, 0.009963989257812500,  ,  1.557 
rosetta ; 0.029876708984375000, 0.021331787109375000, 0.003799438476562500,  ,  1.371 
rosetta ; 0.061889648437500000, 0.043518066406250000, 0.007934570312500000,  ,  1.421 
rosetta ; 0.029434204101562500, 0.023315429687500000, 0.001815795898437500,  ,  1.687 
rosetta ; 0.086227416992187500, 0.066802978515625000, 0.006256103515625000,  ,  3.037 
rosetta ; 0.061981201171875000, 0.042724609375000000, 0.008407592773437500,  ,  1.601 
rosetta ; 0.029144287109375000, 0.020294189453125000, 0.003875732421875000,  ,  1.517 
rosetta ; 0.056152343750000000, 0.036849975585937500, 0.009811401367187500,  ,  1.359 
rosetta ; 0.032318115234375000, 0.022506713867187500, 0.004943847656250000,  ,  1.725 
rosetta ; 0.061492919921875000, 0.043975830078125000, 0.003921508789062500,  ,  1.585 
rosetta ; 0.029037475585937500, 0.020370483398437500, 0.003646850585937500,  ,  1.312 
rosetta ; 0.058288574218750000, 0.045608520507812500, 0.003570556640625000,  ,  1.335 
rosetta ; 0.031661987304687500, 0.022171020507812500, 0.004287719726562500,  ,  1.455 
rosetta ; 0.147521972656250000, 0.113677978515625000, 0.011322021484375000,  ,  5.109 
rosetta ; 0.189437866210937500, 0.133972167968750000, 0.026840209960937500,  ,  5.73 
rosetta ; 0.028076171875000000, 0.022247314453125000, 0.001449584960937500,  ,  1.261 
rosetta ; 0.027984619140625000, 0.023239135742187500, 0.001296997070312500,  ,  1.258 
rosetta ; 0.119400024414062500, 0.090270996093750000, 0.010894775390625000,  ,  4.715 
rosetta ; 0.094146728515625000, 0.065216064453125000, 0.013061523437500000,  ,  2.931 
rosetta ; 0.095687866210937500, 0.067672729492187500, 0.013214111328125000,  ,  2.661 
rosetta ; 0.123031616210937500, 0.090484619140625000, 0.014968872070312500,  ,  3.886 
rosetta ; 0.028930664062500000, 0.022079467773437500, 0.002441406250000000,  ,  1.506 
rosetta ; 0.057891845703125000, 0.042098999023437500, 0.006378173828125000,  ,  1.402 
rosetta ; 0.027893066406250000, 0.022521972656250000, 0.001098632812500000,  ,  1.303 
rosetta ; 0.030944824218750000, 0.021514892578125000, 0.004135131835937500,  ,  1.424 
rosetta ; 0.062164306640625000, 0.044143676757812500, 0.007415771484375000,  ,  1.524 
rosetta ; 0.030059814453125000, 0.020462036132812500, 0.004287719726562500,  ,  1.63 
rosetta ; 0.058563232421875000, 0.040542602539062500, 0.008041381835937500,  ,  1.406 
rosetta ; 0.028823852539062500, 0.019058227539062500, 0.004821777343750000,  ,  1.298 
rosetta ; 0.063369750976562500, 0.043991088867187500, 0.010055541992187500,  ,  1.535 
rosetta ; 0.031112670898437500, 0.161651611328125000, 0.008407592773437500,  ,  7.003 
rosetta ; 0.028091430664062500, 0.022964477539062500, 0.000976562500000000,  ,  1.487 
rosetta ; 0.062332153320312500, 0.043334960937500000, 0.008529663085937500,  ,  1.588 
rosetta ; 0.030670166015625000, 0.022781372070312500, 0.003005981445312500,  ,  1.611 
rosetta ; 0.061889648437500000, 0.042861938476562500, 0.008377075195312500,  ,  1.621 
rosetta ; 0.032531738281250000, 0.023544311523437500, 0.003997802734375000,  ,  1.391 
rosetta ; 0.062011718750000000, 0.042861938476562500, 0.009521484375000000,  ,  1.299 
rosetta ; 0.030395507812500000, 0.020324707031250000, 0.005172729492187500,  ,  1.263 
rosetta ; 0.028518676757812500, 0.019729614257812500, 0.004028320312500000,  ,  1.138 
rosetta ; 0.027252197265625000, 0.020706176757812500, 0.002075195312500000,  ,  1.013 
rosetta ; 0.023605346679687500, 0.019058227539062500, 0.000625610351562500,  ,  0.931 
rosetta ; 0.024749755859375000, 0.020080566406250000, 0.000640869140625000,  ,  1.163 
rosetta ; 0.024566650390625000, 0.019638061523437500, 0.000671386718750000,  ,  1.046 
rosetta ; 0.024230957031250000, 0.019165039062500000, 0.000640869140625000,  ,  1.236 
rosetta ; 0.056182861328125000, 0.042999267578125000, 0.003753662109375000,  ,  1.42 
rosetta ; 0.031356811523437500, 0.021347045898437500, 0.004272460937500000,  ,  1.579 
rosetta ; 0.055755615234375000, 0.042800903320312500, 0.003509521484375000,  ,  1.489 
rosetta ; 0.060836791992187500, 0.041213989257812500, 0.008422851562500000,  ,  2.039 
rosetta ; 0.061950683593750000, 0.043182373046875000, 0.007995605468750000,  ,  2.198 
rosetta ; 0.061828613281250000, 0.042419433593750000, 0.009552001953125000,  ,  1.486 
rosetta ; 0.032272338867187500, 0.022247314453125000, 0.005142211914062500,  ,  1.559 
rosetta ; 0.059783935546875000, 0.044952392578125000, 0.005630493164062500,  ,  1.436 
rosetta ; 0.028182983398437500, 0.023025512695312500, 0.000656127929687500,  ,  1.316 
rosetta ; 0.026992797851562500, 0.022048950195312500, 0.000640869140625000,  ,  1.402 
rosetta ; 0.055938720703125000, 0.045532226562500000, 0.001434326171875000,  ,  1.313 
rosetta ; 0.032135009765625000, 0.022186279296875000, 0.004379272460937500,  ,  1.611 
rosetta ; 0.059494018554687500, 0.044357299804687500, 0.005355834960937500,  ,  1.425 
rosetta ; 0.030838012695312500, 0.021530151367187500, 0.003814697265625000,  ,  1.789 
rosetta ; 0.062301635742187500, 0.043075561523437500, 0.008239746093750000,  ,  1.665 
rosetta ; 0.064468383789062500, 0.045440673828125000, 0.008544921875000000,  ,  1.628 
rosetta ; 0.031402587890625000, 0.021179199218750000, 0.005279541015625000,  ,  1.484 
rosetta ; 0.063049316406250000, 0.043914794921875000, 0.008926391601562500,  ,  1.638 
rosetta ; 0.029525756835937500, 0.022537231445312500, 0.002197265625000000,  ,  1.35 
rosetta ; 0.026336669921875000, 0.021408081054687500, 0.000640869140625000,  ,  0.858 
rosetta ; 0.021804809570312500, 0.017440795898437500, 0.000640869140625000,  ,  1.016 
rosetta ; 0.019500732421875000, 0.015289306640625000, 0.000656127929687500,  ,  0.853 
rosetta ; 0.022979736328125000, 0.018005371093750000, 0.001144409179687500,  ,  0.97 
rosetta ; 0.025039672851562500, 0.015808105468750000, 0.004318237304687500,  ,  0.915 
rosetta ; 0.026260375976562500, 0.018829345703125000, 0.002777099609375000,  ,  1.353 
rosetta ; 0.058746337890625000, 0.043167114257812500, 0.005432128906250000,  ,  1.615 
rosetta ; 0.029281616210937500, 0.019714355468750000, 0.004302978515625000,  ,  1.481 
rosetta ; 0.055496215820312500, 0.037155151367187500, 0.008087158203125000,  ,  1.241 
rosetta ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.932 
rosetta ; 0.024444580078125000, 0.035156250000000000, 0.010131835937500000,  ,  1.067 
rosetta ; 0.025451660156250000, 0.016494750976562500, 0.004684448242187500,  ,  1.012 
rosetta ; 0.000000000000000000, 0.015029907226562500, 0.004119873046875000,  ,  1.011 
rosetta ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.832 
rosetta ; 0.020538330078125000, 0.016357421875000000, 0.000656127929687500,  ,  0.743 
rosetta ; 0.019454956054687500, 0.015594482421875000, 0.000640869140625000,  ,  0.716 
rosetta ; 0.021209716796875000, 0.017120361328125000, 0.000671386718750000,  ,  0.734 
rosetta ; 0.023239135742187500, 0.018783569335937500, 0.000640869140625000,  ,  0.981 
rosetta ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.803 
rosetta ; 0.020355224609375000, 0.016220092773437500, 0.000640869140625000,  ,  0.713 
rosetta ; 0.022232055664062500, 0.018005371093750000, 0.000671386718750000,  ,  0.864 
rosetta ; 0.027877807617187500, 0.019027709960937500, 0.003829956054687500,  ,  1.337 
rosetta ; 0.060256958007812500, 0.041519165039062500, 0.008224487304687500,  ,  1.972 
rosetta ; 0.059753417968750000, 0.040252685546875000, 0.008514404296875000,  ,  1.614 
rosetta ; 0.030532836914062500, 0.021438598632812500, 0.003997802734375000,  ,  1.288 
rosetta ; 0.026794433593750000, 0.018066406250000000, 0.004272460937500000,  ,  1.017 
rosetta ; 0.025253295898437500, 0.015686035156250000, 0.005416870117187500,  ,  0.935 
rosetta ; 0.027694702148437500, 0.018173217773437500, 0.005050659179687500,  ,  1.386 
rosetta ; 0.028640747070312500, 0.019836425781250000, 0.000000000000000000,  ,  0.967 
rosetta ; 0.021484375000000000, 0.015869140625000000, 0.001693725585937500,  ,  0.821 
rosetta ; 0.019454956054687500, 0.015487670898437500, 0.000640869140625000,  ,  0.765 
rosetta ; 0.018981933593750000, 0.015167236328125000, 0.000625610351562500,  ,  0.782 
rosetta ; 0.020278930664062500, 0.016204833984375000, 0.000656127929687500,  ,  0.78 
rosetta ; 0.024505615234375000, 0.020004272460937500, 0.000625610351562500,  ,  1.05 
rosetta ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.871 
rosetta ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.901 
rosetta ; 0.056045532226562500, 0.040481567382812500, 0.005813598632812500,  ,  1.555 
rosetta ; 0.030502319335937500, 0.020935058593750000, 0.004287719726562500,  ,  1.571 
rosetta ; 0.029815673828125000, 0.020202636718750000, 0.004196166992187500,  ,  1.707 
rosetta ; 0.030654907226562500, 0.021087646484375000, 0.004150390625000000,  ,  1.231 
rosetta ; 0.026382446289062500, 0.017791748046875000, 0.004074096679687500,  ,  0.991 
rosetta ; 0.024398803710937500, 0.015457153320312500, 0.004852294921875000,  ,  0.916 
rosetta ; 0.025039672851562500, 0.015625000000000000, 0.005294799804687500,  ,  1.01 
rosetta ; 0.052947998046875000, 0.035247802734375000, 0.008621215820312500,  ,  1.329 
rosetta ; 0.020141601562500000, 0.015899658203125000, 0.000686645507812500,  ,  0.87 
rosetta ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.787 
rosetta ; 0.020416259765625000, 0.016418457031250000, 0.000656127929687500,  ,  0.796 
rosetta ; 0.019165039062500000, 0.015151977539062500, 0.000640869140625000,  ,  0.788 
rosetta ; 0.019714355468750000, 0.015747070312500000, 0.000640869140625000,  ,  0.757 
rosetta ; 0.025482177734375000, 0.020767211914062500, 0.000656127929687500,  ,  1.117 
rosetta ; theAlgorithms ; 0.057769775390625000, 0.042648315429687500, 0.005355834960937500,  ,  1.964 
theAlgorithms ; 0.031356811523437500, 0.021362304687500000, 0.004394531250000000,  ,  1.513 
theAlgorithms ; 0.056701660156250000, 0.041366577148437500, 0.005523681640625000,  ,  1.541 
theAlgorithms ; 0.031417846679687500, 0.021606445312500000, 0.004409790039062500,  ,  1.193 
theAlgorithms ; 0.061569213867187500, 0.043701171875000000, 0.007904052734375000,  ,  1.658 
theAlgorithms ; 0.029785156250000000, 0.020355224609375000, 0.004669189453125000,  ,  1.275 
theAlgorithms ; 0.030960083007812500, 0.020553588867187500, 0.005569458007812500,  ,  0.964 
theAlgorithms ; 0.026367187500000000, 0.017272949218750000, 0.004638671875000000,  ,  0.889 
theAlgorithms ; 0.023529052734375000, 0.015274047851562500, 0.003921508789062500,  ,  0.803 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.707 
theAlgorithms ; 0.021743774414062500, 0.016387939453125000, 0.001739501953125000,  ,  0.676 
theAlgorithms ; 0.019882202148437500, 0.015991210937500000, 0.000640869140625000,  ,  0.7 
theAlgorithms ; 0.023345947265625000, 0.018905639648437500, 0.000656127929687500,  ,  1.007 
theAlgorithms ; 0.024002075195312500, 0.019500732421875000, 0.000656127929687500,  ,  0.851 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.739 
theAlgorithms ; 0.020004272460937500, 0.016082763671875000, 0.000625610351562500,  ,  0.825 
theAlgorithms ; 0.059890747070312500, 0.042709350585937500, 0.006881713867187500,  ,  1.381 
theAlgorithms ; 0.029998779296875000, 0.020889282226562500, 0.004150390625000000,  ,  1.531 
theAlgorithms ; 0.030258178710937500, 0.041763305664062500, 0.008605957031250000,  ,  1.459 
theAlgorithms ; 0.029205322265625000, 0.020172119140625000, 0.003875732421875000,  ,  1.505 
theAlgorithms ; 0.026763916015625000, 0.017883300781250000, 0.004043579101562500,  ,  0.946 
theAlgorithms ; 0.024719238281250000, 0.015243530273437500, 0.005340576171875000,  ,  0.84 
theAlgorithms ; 0.025054931640625000, 0.015609741210937500, 0.005447387695312500,  ,  0.81 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.858 
theAlgorithms ; 0.024505615234375000, 0.000000000000000000, 0.000000000000000000,  ,  1.048 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.797 
theAlgorithms ; 0.019546508789062500, 0.015548706054687500, 0.000640869140625000,  ,  0.71 
theAlgorithms ; 0.019561767578125000, 0.015731811523437500, 0.000640869140625000,  ,  0.712 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.769 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.706 
theAlgorithms ; 0.019790649414062500, 0.015945434570312500, 0.000640869140625000,  ,  1.128 
theAlgorithms ; 0.022308349609375000, 0.017837524414062500, 0.000671386718750000,  ,  1.124 
theAlgorithms ; 0.056228637695312500, 0.038482666015625000, 0.007492065429687500,  ,  1.352 
theAlgorithms ; 0.027236938476562500, 0.020614624023437500, 0.001998901367187500,  ,  1.352 
theAlgorithms ; 0.030685424804687500, 0.020751953125000000, 0.004425048828125000,  ,  1.262 
theAlgorithms ; 0.057022094726562500, 0.038162231445312500, 0.008224487304687500,  ,  1.375 
theAlgorithms ; 0.029663085937500000, 0.020599365234375000, 0.004043579101562500,  ,  1.093 
theAlgorithms ; 0.024963378906250000, 0.015686035156250000, 0.005050659179687500,  ,  0.836 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.787 
theAlgorithms ; 0.025970458984375000, 0.016342163085937500, 0.005477905273437500,  ,  0.811 
theAlgorithms ; 0.024246215820312500, 0.015960693359375000, 0.004241943359375000,  ,  1.043 
theAlgorithms ; 0.027618408203125000, 0.019653320312500000, 0.003219604492187500,  ,  0.943 
theAlgorithms ; 0.025650024414062500, 0.021316528320312500, 0.000656127929687500,  ,  0.831 
theAlgorithms ; 0.025329589843750000, 0.021133422851562500, 0.000656127929687500,  ,  0.777 
theAlgorithms ; 0.020507812500000000, 0.016403198242187500, 0.000656127929687500,  ,  0.836 
theAlgorithms ; 0.000000000000000000, 0.016372680664062500, 0.000640869140625000,  ,  0.717 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.959 
theAlgorithms ; 0.023284912109375000, 0.018722534179687500, 0.000671386718750000,  ,  0.775 
theAlgorithms ; 0.023010253906250000, 0.018493652343750000, 0.000778198242187500,  ,  0.959 
theAlgorithms ; 0.058120727539062500, 0.039520263671875000, 0.008514404296875000,  ,  2.106 
theAlgorithms ; 0.058639526367187500, 0.042129516601562500, 0.006240844726562500,  ,  1.437 
theAlgorithms ; 0.030731201171875000, 0.020767211914062500, 0.004409790039062500,  ,  1.302 
theAlgorithms ; 0.026336669921875000, 0.017578125000000000, 0.003860473632812500,  ,  0.891 
theAlgorithms ; 0.024642944335937500, 0.016220092773437500, 0.003997802734375000,  ,  0.806 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.79 
theAlgorithms ; 0.026473999023437500, 0.016906738281250000, 0.005371093750000000,  ,  0.9 
theAlgorithms ; 0.053207397460937500, 0.034835815429687500, 0.009536743164062500,  ,  1.143 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.828 
theAlgorithms ; 0.022750854492187500, 0.016250610351562500, 0.002532958984375000,  ,  0.759 
theAlgorithms ; 0.020065307617187500, 0.016036987304687500, 0.000640869140625000,  ,  0.729 
theAlgorithms ; 0.019378662109375000, 0.015457153320312500, 0.000656127929687500,  ,  0.818 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.714 
theAlgorithms ; 0.020187377929687500, 0.016250610351562500, 0.000625610351562500,  ,  0.895 
theAlgorithms ; 0.023818969726562500, 0.019317626953125000, 0.000656127929687500,  ,  0.747 
theAlgorithms ; 0.019973754882812500, 0.016036987304687500, 0.000640869140625000,  ,  0.722 
theAlgorithms ; 0.024963378906250000, 0.018035888671875000, 0.002548217773437500,  ,  0.93 
theAlgorithms ; 0.028350830078125000, 0.018722534179687500, 0.004409790039062500,  ,  1.025 
theAlgorithms ; 0.029357910156250000, 0.021957397460937500, 0.002670288085937500,  ,  1.274 
theAlgorithms ; 0.028762817382812500, 0.020523071289062500, 0.003189086914062500,  ,  1.487 
theAlgorithms ; 0.060317993164062500, 0.040908813476562500, 0.008499145507812500,  ,  1.42 
theAlgorithms ; 0.025039672851562500, 0.016555786132812500, 0.003890991210937500,  ,  0.948 
theAlgorithms ; 0.025100708007812500, 0.016082763671875000, 0.004592895507812500,  ,  0.811 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.802 
theAlgorithms ; 0.026458740234375000, 0.017074584960937500, 0.005264282226562500,  ,  1.012 
theAlgorithms ; 0.029663085937500000, 0.019836425781250000, 0.005111694335937500,  ,  0.84 
theAlgorithms ; 0.024841308593750000, 0.016342163085937500, 0.004043579101562500,  ,  0.837 
theAlgorithms ; 0.022567749023437500, 0.017257690429687500, 0.001586914062500000,  ,  0.709 
theAlgorithms ; 0.019577026367187500, 0.015701293945312500, 0.000610351562500000,  ,  0.676 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.684 
theAlgorithms ; 0.021499633789062500, 0.017379760742187500, 0.000656127929687500,  ,  0.855 
theAlgorithms ; 0.022781372070312500, 0.018417358398437500, 0.000640869140625000,  ,  0.718 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.66 
theAlgorithms ; 0.020874023437500000, 0.016830444335937500, 0.000656127929687500,  ,  0.638 
theAlgorithms ; 0.020034790039062500, 0.016113281250000000, 0.000656127929687500,  ,  0.703 
theAlgorithms ; 0.023422241210937500, 0.018173217773437500, 0.001464843750000000,  ,  0.889 
theAlgorithms ; 0.056304931640625000, 0.043319702148437500, 0.003662109375000000,  ,  1.929 
theAlgorithms ; 0.029647827148437500, 0.020141601562500000, 0.004135131835937500,  ,  1.665 
theAlgorithms ; 0.030212402343750000, 0.020385742187500000, 0.004272460937500000,  ,  1.032 
theAlgorithms ; 0.026107788085937500, 0.016937255859375000, 0.004196166992187500,  ,  0.858 
theAlgorithms ; 0.024993896484375000, 0.015960693359375000, 0.004287719726562500,  ,  0.856 
theAlgorithms ; 0.024719238281250000, 0.016326904296875000, 0.004058837890625000,  ,  0.889 
theAlgorithms ; 0.029067993164062500, 0.019485473632812500, 0.004867553710937500,  ,  0.999 
theAlgorithms ; 0.025283813476562500, 0.015991210937500000, 0.005218505859375000,  ,  0.823 
theAlgorithms ; 0.026367187500000000, 0.017349243164062500, 0.004638671875000000,  ,  0.86 
theAlgorithms ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.847 
